INDEX;%CPU;%MEM;COMMAND
567;87.6;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
568;87.6;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
569;87.6;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
570;87.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
571;87.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
572;87.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
573;88.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
574;88.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
575;88.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
576;88.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
577;88.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
578;88.2;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
579;88.2;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
580;88.2;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
581;88.2;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
582;88.2;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
583;88.2;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
584;88.2;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
585;88.4;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
586;88.4;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
587;88.4;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
588;88.4;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
589;88.4;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
590;88.6;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
591;88.6;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
592;88.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
593;74.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
594;74.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
595;74.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
596;74.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
597;74.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
598;74.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
599;74.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
600;74.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
601;74.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
602;74.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
603;74.3;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
604;74.3;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
605;74.3;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
606;74.3;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
607;74.3;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
608;74.3;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
609;74.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
610;74.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
611;74.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
612;74.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
613;74.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
614;74.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
615;74.6;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
616;74.6;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
617;74.6;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
618;74.6;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
619;74.6;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
620;74.6;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
621;74.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
622;74.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
623;74.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
624;74.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
625;74.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
626;74.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
627;75.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
628;75.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
629;75.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
630;75.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
631;75.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
632;75.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
633;75.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
634;75.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
635;75.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
636;75.3;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
637;75.3;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
638;75.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
639;75.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
640;75.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
641;75.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
642;75.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
643;75.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
644;75.6;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
645;75.6;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
646;75.6;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
647;75.6;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
648;75.6;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
649;75.6;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
650;75.6;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
651;75.6;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
652;75.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
653;75.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
654;75.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
655;75.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
656;75.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
657;76.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
658;76.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
659;76.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
660;76.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
661;76.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
662;76.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
663;76.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
664;76.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
665;76.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
666;76.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
667;76.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
668;76.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
669;76.3;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
670;76.3;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
671;76.3;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
672;76.3;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
673;76.3;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
674;76.3;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
675;76.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
676;76.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
677;76.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
678;76.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
679;76.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
680;76.6;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
681;76.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
682;76.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
683;76.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
684;76.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
685;76.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
686;77.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
687;77.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
688;77.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
689;77.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
690;77.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
691;77.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
692;77.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
693;77.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
694;77.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
695;77.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
696;77.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
697;77.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
698;77.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
699;77.3;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
700;77.3;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
701;77.3;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
702;77.3;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
703;77.3;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
704;77.3;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
705;77.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
706;77.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
707;77.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
708;77.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
709;77.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
710;66.4;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
711;66.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
712;66.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
713;66.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
714;66.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
715;66.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
716;66.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
717;66.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
718;66.7;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
719;66.7;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
720;66.7;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
721;66.7;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
722;66.7;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
723;66.7;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
724;66.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
725;66.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
726;67.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
727;67.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
728;67.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
729;67.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
730;67.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
731;67.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
732;67.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
733;67.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
734;67.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
735;67.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
736;67.2;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
737;67.2;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
738;67.2;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
739;67.2;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
740;67.2;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
741;67.2;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
742;67.4;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
743;67.4;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
744;67.4;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
745;67.4;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
746;67.4;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
747;67.4;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
748;67.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
749;67.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
750;67.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
751;67.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
752;67.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
753;67.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
754;67.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
755;67.7;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
756;67.7;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
757;67.7;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
758;67.7;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
759;67.7;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
760;67.7;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
761;67.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
762;67.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
763;67.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
764;67.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
765;67.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
766;67.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
767;67.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
768;68.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
769;68.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
770;68.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
771;68.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
772;68.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
773;68.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
774;68.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
775;68.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
776;68.2;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
777;68.2;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
778;68.2;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
779;68.2;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
780;68.2;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
781;68.2;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
782;68.4;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
783;68.4;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
784;68.4;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
785;68.4;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
786;68.4;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
787;68.4;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
788;68.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
789;68.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
790;68.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
791;68.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
792;68.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
793;68.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
794;68.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
795;68.7;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
796;68.7;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
797;68.7;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
798;68.7;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
799;68.7;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
800;68.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
801;68.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
802;68.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
803;68.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
804;68.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
805;68.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
806;68.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
807;69.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
808;69.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
809;69.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
810;69.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
811;69.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
812;69.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
813;69.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
814;69.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
815;69.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
816;69.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
817;69.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
818;69.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
819;69.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
820;69.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
821;69.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
822;69.2;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
823;69.2;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
824;69.2;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
825;69.2;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
826;69.2;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
827;69.4;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
828;69.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
829;69.5;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
830;60.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
831;60.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
832;60.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
833;60.8;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
834;61.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
835;61.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
836;61.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
837;61.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
838;61.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
839;61.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
840;61.0;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
841;61.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
842;61.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
843;61.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
844;61.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
845;61.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
846;61.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
847;61.1;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
848;61.2;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
849;61.2;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
850;61.2;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
851;61.2;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
852;61.2;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
853;61.2;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
854;61.2;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
855;61.3;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
856;61.3;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
857;61.3;51.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
